anio_mes, region_id, sucursal_id, atributo1, nombre_atributo1, atributo2, nombre_atributo2, atributo3, nombre_atributo3
2017-01-01,9,42,19652,Afluencia,90,Núm. asesores,47.20,Promedio de asesores en atención
2017-01-01,9,43,6428,Afluencia,33,Núm. asesores,17.63,Promedio de asesores en atención
2017-01-01,9,44,5041,Afluencia,25,Núm. asesores,14.37,Promedio de asesores en atención
2017-01-01,9,45,13507,Afluencia,63,Núm. asesores,37.20,Promedio de asesores en atención
2017-01-01,9,46,16508,Afluencia,77,Núm. asesores,43.37,Promedio de asesores en atención
2017-01-01,9,47,7069,Afluencia,42,Núm. asesores,23.03,Promedio de asesores en atención
2017-01-01,9,48,6027,Afluencia,33,Núm. asesores,17.73,Promedio de asesores en atención
2017-01-01,9,49,6388,Afluencia,36,Núm. asesores,21.70,Promedio de asesores en atención
2017-01-01,9,50,18232,Afluencia,70,Núm. asesores,39.40,Promedio de asesores en atención
2017-01-01,9,51,12347,Afluencia,54,Núm. asesores,29.30,Promedio de asesores en atención
2017-01-01,9,52,6196,Afluencia,32,Núm. asesores,19.90,Promedio de asesores en atención
2017-01-01,9,54,7293,Afluencia,39,Núm. asesores,18.90,Promedio de asesores en atención
2017-01-01,9,55,6618,Afluencia,45,Núm. asesores,22.13,Promedio de asesores en atención
2017-01-01,9,56,9245,Afluencia,49,Núm. asesores,28.03,Promedio de asesores en atención
2017-01-01,9,58,17930,Afluencia,64,Núm. asesores,37.07,Promedio de asesores en atención
2017-01-01,9,59,3440,Afluencia,30,Núm. asesores,14.00,Promedio de asesores en atención
2017-01-01,9,60,3866,Afluencia,20,Núm. asesores,14.95,Promedio de asesores en atención
2017-01-01,9,61,10389,Afluencia,42,Núm. asesores,22.70,Promedio de asesores en atención
2017-01-01,9,62,4444,Afluencia,28,Núm. asesores,12.97,Promedio de asesores en atención
2017-01-01,9,63,3248,Afluencia,16,Núm. asesores,8.57,Promedio de asesores en atención
2017-01-01,9,64,4849,Afluencia,28,Núm. asesores,15.73,Promedio de asesores en atención
2017-01-01,9,65,7540,Afluencia,37,Núm. asesores,19.10,Promedio de asesores en atención
2017-01-01,9,67,3976,Afluencia,23,Núm. asesores,11.77,Promedio de asesores en atención
2017-01-01,9,68,10829,Afluencia,50,Núm. asesores,27.83,Promedio de asesores en atención
2017-01-01,9,69,5743,Afluencia,38,Núm. asesores,20.17,Promedio de asesores en atención
2017-01-01,9,70,6288,Afluencia,43,Núm. asesores,24.00,Promedio de asesores en atención
2017-01-01,9,71,8672,Afluencia,44,Núm. asesores,23.07,Promedio de asesores en atención
2017-01-01,9,72,7528,Afluencia,46,Núm. asesores,27.27,Promedio de asesores en atención
2017-01-01,9,73,2434,Afluencia,20,Núm. asesores,11.87,Promedio de asesores en atención
2018-01-01,9,1,5684,Afluencia,21,Núm. asesores,17.14,Promedio de asesores en atención
2018-01-01,9,2,2885,Afluencia,20,Núm. asesores,14.68,Promedio de asesores en atención
2018-01-01,9,3,10665,Afluencia,45,Núm. asesores,29.43,Promedio de asesores en atención
2018-01-01,9,4,6014,Afluencia,40,Núm. asesores,18.90,Promedio de asesores en atención
2018-01-01,9,5,4888,Afluencia,27,Núm. asesores,20.68,Promedio de asesores en atención
2018-01-01,9,6,10330,Afluencia,42,Núm. asesores,24.77,Promedio de asesores en atención
2018-01-01,9,7,11358,Afluencia,50,Núm. asesores,26.27,Promedio de asesores en atención
2018-01-01,9,8,5621,Afluencia,36,Núm. asesores,22.50,Promedio de asesores en atención
2018-01-01,9,10,5976,Afluencia,31,Núm. asesores,23.27,Promedio de asesores en atención
2018-01-01,9,11,8823,Afluencia,37,Núm. asesores,18.97,Promedio de asesores en atención
2018-01-01,9,12,668,Afluencia,4,Núm. asesores,3.82,Promedio de asesores en atención
2018-01-01,9,13,2086,Afluencia,16,Núm. asesores,12.39,Promedio de asesores en atención
2018-01-01,9,14,5399,Afluencia,24,Núm. asesores,19.41,Promedio de asesores en atención
2018-01-01,9,15,9405,Afluencia,44,Núm. asesores,24.70,Promedio de asesores en atención
2018-01-01,9,17,8752,Afluencia,30,Núm. asesores,17.90,Promedio de asesores en atención
2018-01-01,9,18,7787,Afluencia,43,Núm. asesores,31.18,Promedio de asesores en atención
2018-01-01,9,19,6007,Afluencia,27,Núm. asesores,23.50,Promedio de asesores en atención
2018-01-01,9,20,7898,Afluencia,35,Núm. asesores,20.80,Promedio de asesores en atención
2018-01-01,9,21,7397,Afluencia,33,Núm. asesores,19.10,Promedio de asesores en atención
2018-01-01,9,22,12826,Afluencia,43,Núm. asesores,25.43,Promedio de asesores en atención
2018-01-01,9,23,8280,Afluencia,41,Núm. asesores,22.70,Promedio de asesores en atención
2018-01-01,9,24,5832,Afluencia,29,Núm. asesores,17.79,Promedio de asesores en atención
2018-01-01,9,25,10463,Afluencia,33,Núm. asesores,27.14,Promedio de asesores en atención
2018-01-01,9,26,7074,Afluencia,30,Núm. asesores,15.60,Promedio de asesores en atención
2018-01-01,9,27,8274,Afluencia,34,Núm. asesores,27.82,Promedio de asesores en atención
2018-01-01,9,28,2918,Afluencia,32,Núm. asesores,16.80,Promedio de asesores en atención
2018-01-01,9,30,2934,Afluencia,18,Núm. asesores,13.95,Promedio de asesores en atención
2018-01-01,9,31,9259,Afluencia,46,Núm. asesores,26.07,Promedio de asesores en atención
2018-01-01,9,32,7098,Afluencia,30,Núm. asesores,26.14,Promedio de asesores en atención
2018-01-01,9,33,8651,Afluencia,40,Núm. asesores,19.87,Promedio de asesores en atención
2018-01-01,9,34,6263,Afluencia,31,Núm. asesores,17.43,Promedio de asesores en atención
2018-01-01,9,35,12959,Afluencia,67,Núm. asesores,34.33,Promedio de asesores en atención
2018-01-01,9,36,11203,Afluencia,49,Núm. asesores,27.77,Promedio de asesores en atención
2018-01-01,9,37,14942,Afluencia,58,Núm. asesores,34.33,Promedio de asesores en atención
2018-01-01,9,39,16415,Afluencia,73,Núm. asesores,39.87,Promedio de asesores en atención
2018-01-01,9,40,12074,Afluencia,42,Núm. asesores,25.80,Promedio de asesores en atención
2018-01-01,9,41,12438,Afluencia,44,Núm. asesores,26.97,Promedio de asesores en atención
2018-01-01,9,42,17431,Afluencia,77,Núm. asesores,43.20,Promedio de asesores en atención
2018-01-01,9,43,7907,Afluencia,35,Núm. asesores,21.13,Promedio de asesores en atención
2018-01-01,9,44,4027,Afluencia,25,Núm. asesores,14.43,Promedio de asesores en atención
2018-01-01,9,45,10847,Afluencia,51,Núm. asesores,31.20,Promedio de asesores en atención
2018-01-01,9,46,16660,Afluencia,71,Núm. asesores,41.37,Promedio de asesores en atención
2018-01-01,9,47,6800,Afluencia,35,Núm. asesores,20.57,Promedio de asesores en atención
2018-01-01,9,48,7089,Afluencia,32,Núm. asesores,18.87,Promedio de asesores en atención
2018-01-01,9,49,5980,Afluencia,31,Núm. asesores,17.43,Promedio de asesores en atención
2018-01-01,9,50,18680,Afluencia,64,Núm. asesores,37.43,Promedio de asesores en atención
2018-01-01,9,51,11381,Afluencia,51,Núm. asesores,27.50,Promedio de asesores en atención
2018-01-01,9,52,6048,Afluencia,29,Núm. asesores,17.43,Promedio de asesores en atención
2018-01-01,9,54,7886,Afluencia,38,Núm. asesores,17.87,Promedio de asesores en atención
2018-01-01,9,55,6685,Afluencia,44,Núm. asesores,22.53,Promedio de asesores en atención
2018-01-01,9,56,9904,Afluencia,38,Núm. asesores,22.87,Promedio de asesores en atención
2018-01-01,9,58,15080,Afluencia,64,Núm. asesores,35.10,Promedio de asesores en atención
2018-01-01,9,59,2599,Afluencia,26,Núm. asesores,11.77,Promedio de asesores en atención
2018-01-01,9,60,3160,Afluencia,19,Núm. asesores,15.14,Promedio de asesores en atención
2018-01-01,9,61,6696,Afluencia,43,Núm. asesores,18.37,Promedio de asesores en atención
2018-01-01,9,62,5006,Afluencia,27,Núm. asesores,13.63,Promedio de asesores en atención
2018-01-01,9,63,2220,Afluencia,15,Núm. asesores,7.53,Promedio de asesores en atención
2018-01-01,9,64,5089,Afluencia,30,Núm. asesores,17.90,Promedio de asesores en atención
2018-01-01,9,65,9925,Afluencia,40,Núm. asesores,22.33,Promedio de asesores en atención
2018-01-01,9,67,3688,Afluencia,22,Núm. asesores,11.47,Promedio de asesores en atención
2018-01-01,9,68,11754,Afluencia,43,Núm. asesores,23.87,Promedio de asesores en atención
2018-01-01,9,69,5829,Afluencia,27,Núm. asesores,15.20,Promedio de asesores en atención
2018-01-01,9,70,6796,Afluencia,36,Núm. asesores,20.50,Promedio de asesores en atención
2018-01-01,9,71,9458,Afluencia,42,Núm. asesores,22.27,Promedio de asesores en atención
2018-01-01,9,72,7109,Afluencia,41,Núm. asesores,24.37,Promedio de asesores en atención
2018-01-01,9,73,2574,Afluencia,19,Núm. asesores,10.37,Promedio de asesores en atención
2017-07-01,9,1,5332,Afluencia,25,Núm. asesores,19.52,Promedio de asesores en atención
2017-07-01,9,2,3017,Afluencia,20,Núm. asesores,14.76,Promedio de asesores en atención
2017-07-01,9,3,10327,Afluencia,50,Núm. asesores,31.16,Promedio de asesores en atención
2017-07-01,9,4,5953,Afluencia,41,Núm. asesores,19.16,Promedio de asesores en atención
2017-07-01,9,5,5147,Afluencia,28,Núm. asesores,21.95,Promedio de asesores en atención
2017-07-01,9,6,9955,Afluencia,45,Núm. asesores,27.10,Promedio de asesores en atención
2017-07-01,9,7,11329,Afluencia,47,Núm. asesores,26.26,Promedio de asesores en atención
2017-07-01,9,8,4353,Afluencia,35,Núm. asesores,20.10,Promedio de asesores en atención
2017-07-01,9,10,5441,Afluencia,30,Núm. asesores,22.67,Promedio de asesores en atención
2017-07-01,9,11,8691,Afluencia,41,Núm. asesores,21.29,Promedio de asesores en atención
2017-07-01,9,12,616,Afluencia,4,Núm. asesores,3.48,Promedio de asesores en atención
2017-07-01,9,13,3553,Afluencia,24,Núm. asesores,19.29,Promedio de asesores en atención
2017-05-01,9,1,5741,Afluencia,25,Núm. asesores,20.64,Promedio de asesores en atención
2017-05-01,9,2,3157,Afluencia,20,Núm. asesores,13.41,Promedio de asesores en atención
2017-05-01,9,3,9896,Afluencia,52,Núm. asesores,30.55,Promedio de asesores en atención
2017-05-01,9,4,5979,Afluencia,41,Núm. asesores,19.26,Promedio de asesores en atención
2017-05-01,9,5,5332,Afluencia,28,Núm. asesores,21.82,Promedio de asesores en atención
2017-05-01,9,6,10264,Afluencia,49,Núm. asesores,26.61,Promedio de asesores en atención
2017-05-01,9,7,10889,Afluencia,47,Núm. asesores,25.23,Promedio de asesores en atención
2017-05-01,9,8,4146,Afluencia,37,Núm. asesores,20.03,Promedio de asesores en atención
2017-05-01,9,10,5974,Afluencia,30,Núm. asesores,22.50,Promedio de asesores en atención
2017-05-01,9,11,8143,Afluencia,46,Núm. asesores,22.29,Promedio de asesores en atención
2017-05-01,9,12,650,Afluencia,4,Núm. asesores,3.91,Promedio de asesores en atención
2017-05-01,9,13,3541,Afluencia,25,Núm. asesores,19.91,Promedio de asesores en atención
2017-05-01,9,14,5099,Afluencia,24,Núm. asesores,19.32,Promedio de asesores en atención
2017-05-01,9,15,11296,Afluencia,43,Núm. asesores,24.65,Promedio de asesores en atención
2017-05-01,9,17,9072,Afluencia,30,Núm. asesores,17.97,Promedio de asesores en atención
2017-05-01,9,18,7362,Afluencia,42,Núm. asesores,29.36,Promedio de asesores en atención
2017-05-01,9,19,5834,Afluencia,28,Núm. asesores,22.68,Promedio de asesores en atención
2017-05-01,9,20,7798,Afluencia,38,Núm. asesores,22.35,Promedio de asesores en atención
2017-05-01,9,21,7316,Afluencia,34,Núm. asesores,19.77,Promedio de asesores en atención
2017-05-01,9,22,11909,Afluencia,45,Núm. asesores,27.13,Promedio de asesores en atención
2017-05-01,9,23,7871,Afluencia,43,Núm. asesores,23.03,Promedio de asesores en atención
2017-05-01,9,24,6039,Afluencia,27,Núm. asesores,15.65,Promedio de asesores en atención
2017-05-01,9,25,9895,Afluencia,38,Núm. asesores,27.55,Promedio de asesores en atención
2017-05-01,9,26,8530,Afluencia,30,Núm. asesores,17.03,Promedio de asesores en atención
2017-05-01,9,27,9883,Afluencia,36,Núm. asesores,31.36,Promedio de asesores en atención
2017-05-01,9,28,4272,Afluencia,36,Núm. asesores,18.55,Promedio de asesores en atención
2017-05-01,9,30,3542,Afluencia,21,Núm. asesores,16.55,Promedio de asesores en atención
2017-05-01,9,31,8786,Afluencia,49,Núm. asesores,26.71,Promedio de asesores en atención
2017-05-01,9,32,7598,Afluencia,31,Núm. asesores,25.55,Promedio de asesores en atención
2017-05-01,9,33,8281,Afluencia,43,Núm. asesores,21.32,Promedio de asesores en atención
2017-05-01,9,34,5748,Afluencia,32,Núm. asesores,17.42,Promedio de asesores en atención
2017-05-01,9,35,13107,Afluencia,68,Núm. asesores,33.65,Promedio de asesores en atención
2017-05-01,9,36,11201,Afluencia,51,Núm. asesores,30.58,Promedio de asesores en atención
2017-05-01,9,37,11437,Afluencia,43,Núm. asesores,26.10,Promedio de asesores en atención
2017-05-01,9,39,16968,Afluencia,71,Núm. asesores,38.03,Promedio de asesores en atención
2017-05-01,9,40,11297,Afluencia,42,Núm. asesores,24.61,Promedio de asesores en atención
2017-05-01,9,41,11583,Afluencia,45,Núm. asesores,25.97,Promedio de asesores en atención
2017-05-01,9,42,18283,Afluencia,80,Núm. asesores,43.94,Promedio de asesores en atención
2017-05-01,9,43,6644,Afluencia,31,Núm. asesores,17.77,Promedio de asesores en atención
2017-05-01,9,44,4817,Afluencia,25,Núm. asesores,15.06,Promedio de asesores en atención
2017-05-01,9,45,10930,Afluencia,60,Núm. asesores,34.90,Promedio de asesores en atención
2017-05-01,9,46,15212,Afluencia,70,Núm. asesores,39.74,Promedio de asesores en atención
2017-05-01,9,47,6795,Afluencia,38,Núm. asesores,19.32,Promedio de asesores en atención
2017-05-01,9,48,7277,Afluencia,34,Núm. asesores,18.71,Promedio de asesores en atención
2017-05-01,9,49,6021,Afluencia,36,Núm. asesores,20.48,Promedio de asesores en atención
2017-05-01,9,50,17542,Afluencia,64,Núm. asesores,38.77,Promedio de asesores en atención
2017-05-01,9,51,10584,Afluencia,55,Núm. asesores,27.27,Promedio de asesores en atención
2017-05-01,9,52,6162,Afluencia,32,Núm. asesores,17.94,Promedio de asesores en atención
2017-05-01,9,54,8327,Afluencia,40,Núm. asesores,17.77,Promedio de asesores en atención
2017-05-01,9,55,6188,Afluencia,37,Núm. asesores,17.19,Promedio de asesores en atención
2017-05-01,9,56,10690,Afluencia,45,Núm. asesores,24.58,Promedio de asesores en atención
2017-05-01,9,58,15934,Afluencia,65,Núm. asesores,35.35,Promedio de asesores en atención
2017-05-01,9,59,3517,Afluencia,30,Núm. asesores,13.48,Promedio de asesores en atención
2017-05-01,9,60,3400,Afluencia,17,Núm. asesores,13.50,Promedio de asesores en atención
2017-05-01,9,61,7066,Afluencia,44,Núm. asesores,18.81,Promedio de asesores en atención
2017-05-01,9,62,4481,Afluencia,29,Núm. asesores,13.52,Promedio de asesores en atención
2017-05-01,9,63,2492,Afluencia,16,Núm. asesores,7.65,Promedio de asesores en atención
2017-05-01,9,64,4913,Afluencia,31,Núm. asesores,17.55,Promedio de asesores en atención
2017-05-01,9,65,6856,Afluencia,34,Núm. asesores,17.84,Promedio de asesores en atención
2017-05-01,9,67,3688,Afluencia,24,Núm. asesores,11.90,Promedio de asesores en atención
2017-05-01,9,68,10606,Afluencia,50,Núm. asesores,25.87,Promedio de asesores en atención
2017-05-01,9,69,5270,Afluencia,36,Núm. asesores,19.00,Promedio de asesores en atención
2017-05-01,9,70,6247,Afluencia,42,Núm. asesores,22.03,Promedio de asesores en atención
2017-05-01,9,71,8796,Afluencia,46,Núm. asesores,24.13,Promedio de asesores en atención
2017-05-01,9,72,7156,Afluencia,42,Núm. asesores,23.84,Promedio de asesores en atención
2017-05-01,9,73,1772,Afluencia,19,Núm. asesores,9.29,Promedio de asesores en atención
2017-07-01,9,14,4774,Afluencia,24,Núm. asesores,18.67,Promedio de asesores en atención
2017-07-01,9,15,10372,Afluencia,43,Núm. asesores,23.87,Promedio de asesores en atención
2017-07-01,9,17,9115,Afluencia,29,Núm. asesores,18.16,Promedio de asesores en atención
2017-07-01,9,18,7159,Afluencia,42,Núm. asesores,30.05,Promedio de asesores en atención
2017-07-01,9,19,5357,Afluencia,26,Núm. asesores,22.10,Promedio de asesores en atención
2017-07-01,9,20,7851,Afluencia,36,Núm. asesores,21.48,Promedio de asesores en atención
2017-07-01,9,21,7334,Afluencia,33,Núm. asesores,19.52,Promedio de asesores en atención
2017-07-01,9,22,12516,Afluencia,48,Núm. asesores,29.45,Promedio de asesores en atención
2017-07-01,9,23,8627,Afluencia,43,Núm. asesores,24.26,Promedio de asesores en atención
2017-07-01,9,24,6221,Afluencia,29,Núm. asesores,17.32,Promedio de asesores en atención
2017-07-01,9,25,9598,Afluencia,37,Núm. asesores,28.90,Promedio de asesores en atención
2017-07-01,9,26,7706,Afluencia,30,Núm. asesores,17.48,Promedio de asesores en atención
2017-07-01,9,27,8701,Afluencia,38,Núm. asesores,31.24,Promedio de asesores en atención
2017-07-01,9,28,3006,Afluencia,35,Núm. asesores,18.00,Promedio de asesores en atención
2017-07-01,9,30,2654,Afluencia,22,Núm. asesores,16.76,Promedio de asesores en atención
2017-07-01,9,31,9485,Afluencia,49,Núm. asesores,26.29,Promedio de asesores en atención
2017-07-01,9,32,7015,Afluencia,31,Núm. asesores,25.76,Promedio de asesores en atención
2017-07-01,9,33,8823,Afluencia,42,Núm. asesores,20.74,Promedio de asesores en atención
2017-07-01,9,34,5654,Afluencia,33,Núm. asesores,18.10,Promedio de asesores en atención
2017-07-01,9,35,13514,Afluencia,69,Núm. asesores,37.00,Promedio de asesores en atención
2017-07-01,9,36,11286,Afluencia,47,Núm. asesores,28.74,Promedio de asesores en atención
2017-07-01,9,37,11522,Afluencia,45,Núm. asesores,26.45,Promedio de asesores en atención
2017-07-01,9,39,17623,Afluencia,72,Núm. asesores,39.84,Promedio de asesores en atención
2017-07-01,9,40,11908,Afluencia,45,Núm. asesores,25.42,Promedio de asesores en atención
2017-07-01,9,41,13196,Afluencia,45,Núm. asesores,26.94,Promedio de asesores en atención
2017-07-01,9,42,18281,Afluencia,80,Núm. asesores,46.03,Promedio de asesores en atención
2017-07-01,9,43,7015,Afluencia,31,Núm. asesores,17.55,Promedio de asesores en atención
2017-07-01,9,44,4377,Afluencia,27,Núm. asesores,14.81,Promedio de asesores en atención
2017-07-01,9,45,10966,Afluencia,56,Núm. asesores,33.42,Promedio de asesores en atención
2017-07-01,9,46,15616,Afluencia,68,Núm. asesores,40.29,Promedio de asesores en atención
2017-07-01,9,47,7023,Afluencia,36,Núm. asesores,18.58,Promedio de asesores en atención
2017-07-01,9,48,7720,Afluencia,32,Núm. asesores,18.13,Promedio de asesores en atención
2017-07-01,9,49,6005,Afluencia,35,Núm. asesores,19.81,Promedio de asesores en atención
2017-07-01,9,50,17704,Afluencia,62,Núm. asesores,38.45,Promedio de asesores en atención
2017-07-01,9,51,11399,Afluencia,51,Núm. asesores,30.06,Promedio de asesores en atención
2017-07-01,9,52,6333,Afluencia,31,Núm. asesores,18.77,Promedio de asesores en atención
2017-07-01,9,54,8932,Afluencia,42,Núm. asesores,17.90,Promedio de asesores en atención
2017-07-01,9,55,6000,Afluencia,37,Núm. asesores,17.29,Promedio de asesores en atención
2017-07-01,9,56,9229,Afluencia,40,Núm. asesores,20.13,Promedio de asesores en atención
2017-07-01,9,58,15671,Afluencia,68,Núm. asesores,37.39,Promedio de asesores en atención
2017-07-01,9,59,3566,Afluencia,27,Núm. asesores,12.26,Promedio de asesores en atención
2017-07-01,9,60,3366,Afluencia,17,Núm. asesores,14.10,Promedio de asesores en atención
2017-07-01,9,61,6350,Afluencia,42,Núm. asesores,18.71,Promedio de asesores en atención
2017-07-01,9,62,4626,Afluencia,29,Núm. asesores,13.90,Promedio de asesores en atención
2017-07-01,9,63,2229,Afluencia,14,Núm. asesores,7.45,Promedio de asesores en atención
2017-07-01,9,64,4929,Afluencia,29,Núm. asesores,16.16,Promedio de asesores en atención
2017-07-01,9,65,7114,Afluencia,35,Núm. asesores,17.55,Promedio de asesores en atención
2017-07-01,9,67,3870,Afluencia,22,Núm. asesores,12.29,Promedio de asesores en atención
2017-07-01,9,68,11619,Afluencia,48,Núm. asesores,24.71,Promedio de asesores en atención
2017-07-01,9,69,5341,Afluencia,30,Núm. asesores,16.03,Promedio de asesores en atención
2017-07-01,9,70,6238,Afluencia,37,Núm. asesores,19.42,Promedio de asesores en atención
2017-07-01,9,71,8969,Afluencia,44,Núm. asesores,23.35,Promedio de asesores en atención
2017-07-01,9,72,7295,Afluencia,41,Núm. asesores,24.39,Promedio de asesores en atención
2017-07-01,9,73,2154,Afluencia,19,Núm. asesores,10.23,Promedio de asesores en atención
2017-11-01,9,1,5330,Afluencia,21,Núm. asesores,16.84,Promedio de asesores en atención
2017-11-01,9,2,2685,Afluencia,20,Núm. asesores,14.21,Promedio de asesores en atención
2017-11-01,9,3,11086,Afluencia,50,Núm. asesores,30.50,Promedio de asesores en atención
2017-11-01,9,4,6560,Afluencia,42,Núm. asesores,19.77,Promedio de asesores en atención
2017-11-01,9,5,2945,Afluencia,18,Núm. asesores,13.00,Promedio de asesores en atención
2017-11-01,9,6,11327,Afluencia,46,Núm. asesores,25.70,Promedio de asesores en atención
2017-11-01,9,7,11968,Afluencia,52,Núm. asesores,27.20,Promedio de asesores en atención
2017-11-01,9,8,6338,Afluencia,37,Núm. asesores,21.53,Promedio de asesores en atención
2017-11-01,9,10,5709,Afluencia,31,Núm. asesores,23.74,Promedio de asesores en atención
2017-11-01,9,11,9332,Afluencia,37,Núm. asesores,19.90,Promedio de asesores en atención
2017-11-01,9,12,562,Afluencia,4,Núm. asesores,3.37,Promedio de asesores en atención
2017-11-01,9,13,2730,Afluencia,18,Núm. asesores,14.74,Promedio de asesores en atención
2017-11-01,9,14,5401,Afluencia,26,Núm. asesores,22.32,Promedio de asesores en atención
2017-11-01,9,15,9569,Afluencia,43,Núm. asesores,23.53,Promedio de asesores en atención
2017-11-01,9,17,9171,Afluencia,30,Núm. asesores,17.97,Promedio de asesores en atención
2017-11-01,9,18,6895,Afluencia,42,Núm. asesores,30.37,Promedio de asesores en atención
2017-11-01,9,19,5455,Afluencia,29,Núm. asesores,23.89,Promedio de asesores en atención
2017-11-01,9,20,8771,Afluencia,37,Núm. asesores,20.80,Promedio de asesores en atención
2017-11-01,9,21,7645,Afluencia,34,Núm. asesores,19.60,Promedio de asesores en atención
2017-11-01,9,22,13515,Afluencia,55,Núm. asesores,28.27,Promedio de asesores en atención
2017-11-01,9,23,8978,Afluencia,44,Núm. asesores,23.07,Promedio de asesores en atención
2017-11-01,9,24,6188,Afluencia,32,Núm. asesores,16.87,Promedio de asesores en atención
2017-11-01,9,25,10847,Afluencia,35,Núm. asesores,28.68,Promedio de asesores en atención
2017-11-01,9,26,7619,Afluencia,31,Núm. asesores,16.40,Promedio de asesores en atención
2017-11-01,9,27,9409,Afluencia,37,Núm. asesores,28.77,Promedio de asesores en atención
2017-11-01,9,28,3769,Afluencia,34,Núm. asesores,17.77,Promedio de asesores en atención
2017-11-01,9,30,2712,Afluencia,18,Núm. asesores,12.74,Promedio de asesores en atención
2017-11-01,9,31,9649,Afluencia,49,Núm. asesores,26.03,Promedio de asesores en atención
2017-11-01,9,32,6751,Afluencia,29,Núm. asesores,24.58,Promedio de asesores en atención
2017-11-01,9,33,9905,Afluencia,43,Núm. asesores,21.40,Promedio de asesores en atención
2017-11-01,9,34,6925,Afluencia,32,Núm. asesores,17.70,Promedio de asesores en atención
2017-11-01,9,35,15239,Afluencia,73,Núm. asesores,37.03,Promedio de asesores en atención
2017-11-01,9,36,11734,Afluencia,51,Núm. asesores,28.90,Promedio de asesores en atención
2017-11-01,9,37,16233,Afluencia,57,Núm. asesores,33.13,Promedio de asesores en atención
2017-11-01,9,39,17884,Afluencia,74,Núm. asesores,40.00,Promedio de asesores en atención
2017-11-01,9,40,12835,Afluencia,46,Núm. asesores,26.60,Promedio de asesores en atención
2017-11-01,9,41,12769,Afluencia,47,Núm. asesores,27.13,Promedio de asesores en atención
2017-11-01,9,42,18890,Afluencia,86,Núm. asesores,46.53,Promedio de asesores en atención
2017-11-01,9,43,8564,Afluencia,35,Núm. asesores,19.23,Promedio de asesores en atención
2017-11-01,9,44,4364,Afluencia,25,Núm. asesores,14.20,Promedio de asesores en atención
2017-11-01,9,45,12656,Afluencia,55,Núm. asesores,31.20,Promedio de asesores en atención
2017-11-01,9,46,17708,Afluencia,70,Núm. asesores,41.40,Promedio de asesores en atención
2017-11-01,9,47,7673,Afluencia,34,Núm. asesores,19.63,Promedio de asesores en atención
2017-11-01,9,48,7093,Afluencia,32,Núm. asesores,17.53,Promedio de asesores en atención
2017-11-01,9,49,6727,Afluencia,36,Núm. asesores,20.20,Promedio de asesores en atención
2017-11-01,9,50,18263,Afluencia,68,Núm. asesores,39.63,Promedio de asesores en atención
2017-11-01,9,51,11801,Afluencia,51,Núm. asesores,28.13,Promedio de asesores en atención
2017-11-01,9,52,6940,Afluencia,32,Núm. asesores,18.87,Promedio de asesores en atención
2017-11-01,9,54,8015,Afluencia,38,Núm. asesores,18.00,Promedio de asesores en atención
2017-11-01,9,55,7635,Afluencia,46,Núm. asesores,22.70,Promedio de asesores en atención
2017-11-01,9,56,11294,Afluencia,43,Núm. asesores,22.27,Promedio de asesores en atención
2017-11-01,9,58,16349,Afluencia,65,Núm. asesores,34.40,Promedio de asesores en atención
2017-11-01,9,59,3429,Afluencia,28,Núm. asesores,13.10,Promedio de asesores en atención
2017-11-01,9,60,3499,Afluencia,18,Núm. asesores,15.68,Promedio de asesores en atención
2017-11-01,9,61,7193,Afluencia,44,Núm. asesores,21.03,Promedio de asesores en atención
2017-11-01,9,62,5243,Afluencia,28,Núm. asesores,14.03,Promedio de asesores en atención
2017-11-01,9,63,2528,Afluencia,15,Núm. asesores,6.77,Promedio de asesores en atención
2017-11-01,9,64,5269,Afluencia,30,Núm. asesores,16.93,Promedio de asesores en atención
2017-11-01,9,65,10915,Afluencia,47,Núm. asesores,23.17,Promedio de asesores en atención
2017-11-01,9,67,4215,Afluencia,22,Núm. asesores,12.30,Promedio de asesores en atención
2017-11-01,9,68,12209,Afluencia,47,Núm. asesores,25.23,Promedio de asesores en atención
2017-11-01,9,69,6137,Afluencia,27,Núm. asesores,14.50,Promedio de asesores en atención
2017-11-01,9,70,7482,Afluencia,35,Núm. asesores,18.37,Promedio de asesores en atención
2017-11-01,9,71,10300,Afluencia,46,Núm. asesores,24.47,Promedio de asesores en atención
2017-11-01,9,72,7686,Afluencia,45,Núm. asesores,26.03,Promedio de asesores en atención
2017-11-01,9,73,2810,Afluencia,21,Núm. asesores,10.43,Promedio de asesores en atención
2018-07-01,9,1,4758,Afluencia,23,Núm. asesores,18.18,Promedio de asesores en atención
2018-07-01,9,2,2448,Afluencia,18,Núm. asesores,13.32,Promedio de asesores en atención
2018-07-01,9,3,9956,Afluencia,41,Núm. asesores,26.45,Promedio de asesores en atención
2018-07-01,9,4,4741,Afluencia,36,Núm. asesores,17.03,Promedio de asesores en atención
2018-07-01,9,5,4384,Afluencia,26,Núm. asesores,18.77,Promedio de asesores en atención
2018-07-01,9,6,9732,Afluencia,46,Núm. asesores,24.81,Promedio de asesores en atención
2018-07-01,9,7,8658,Afluencia,49,Núm. asesores,26.39,Promedio de asesores en atención
2018-07-01,9,8,5988,Afluencia,36,Núm. asesores,21.10,Promedio de asesores en atención
2018-07-01,9,10,4509,Afluencia,28,Núm. asesores,19.00,Promedio de asesores en atención
2018-07-01,9,11,7809,Afluencia,34,Núm. asesores,17.39,Promedio de asesores en atención
